number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,house_age,years_since_renovation
3,2.09,2191,19839,1.54,1,1,3,7,1595,369,122040,52.8,-114.46,2194,9657,2,66,958593,59,53
3,2.25,2520,212137,2.0,0,0,3,9,1590,930,122055,52.9684,-114.068,2000,212137,2,72,620000,19,19
5,1.75,2140,8580,1.0,0,0,3,7,1200,940,122010,52.8925,-114.368,1600,9206,3,77,528000,62,62
3,1.97,2138,26610,1.64,1,1,3,7,1831,261,122036,52.76,-114.41,1908,17059,2,63,554845,57,42
4,4.0,3180,7650,2.0,0,0,3,8,2530,650,122006,52.9187,-114.509,2000,4080,3,61,775000,104,104
4,2.5,2300,7500,1.0,0,3,2,7,1650,650,122043,52.6425,-114.52,2300,7500,1,57,308130,65,65
3,2.5,2000,4500,2.0,0,0,3,7,2000,0,122015,52.7237,-114.339,2230,4501,3,66,417000,14,14
3,2.06,1938,15328,1.68,1,1,3,7,1960,305,122031,52.83,-114.42,2074,6279,2,68,687796,52,45
3,2.03,2011,10700,1.44,1,1,3,7,1606,346,122033,52.79,-114.43,1974,7569,2,64,591180,50,43
3,1.99,2249,6623,1.59,1,1,3,8,1939,265,122030,52.82,-114.48,2051,8587,2,69,1128599,53,48
3,1.0,1260,9638,2.0,0,0,4,7,1260,0,122010,52.9073,-114.368,1760,7822,1,53,490000,104,104
3,1.0,1160,9180,1.0,0,0,3,7,1160,0,122037,52.9727,-114.262,1160,10282,1,52,315000,56,56
4,1.0,1510,1501,1.5,0,0,3,7,1510,0,122028,52.8826,-114.532,1560,1602,1,59,420000,118,118
4,2.5,3520,15420,2.0,0,0,3,10,3520,0,122019,52.8675,-114.206,3400,21455,2,79,810000,33,33
3,2.39,2025,17517,1.61,1,1,3,7,1515,331,122028,52.83,-114.45,2183,8917,1,64,753968,49,54
4,2.5,2820,39413,2.0,0,0,4,9,2820,0,122023,52.5364,-114.29,2910,39413,1,55,465000,35,35
3,2.5,3560,107290,2.0,0,0,3,10,3560,0,122045,52.8952,-114.239,3660,89298,1,69,851000,37,37
4,2.75,2790,8853,2.0,0,0,3,8,2790,0,122025,52.7142,-113.962,2790,8092,1,68,533112,11,11
3,1.0,1500,4000,1.0,0,0,3,6,900,600,122007,52.9221,-114.57,950,4000,3,65,395000,99,99
3,2.09,1814,11006,1.38,1,1,3,7,1569,403,122033,52.79,-114.41,1842,18349,1,64,547915,55,53
4,2.5,2800,8494,2.0,0,0,3,8,2800,0,122024,52.5821,-114.199,3740,8494,3,79,426000,20,20
3,2.21,2315,12178,1.47,1,1,3,7,1877,315,122029,52.81,-114.45,1963,18837,1,66,1040303,45,50
4,2.0,1510,3500,1.5,0,0,5,7,1510,0,122028,52.9094,-114.547,1820,3750,3,57,791500,113,113
3,2.0,2460,41343,1.0,0,0,4,8,2460,0,122012,52.7442,-114.211,2500,53885,1,75,620000,36,36
3,2.15,1872,14155,1.52,1,1,3,7,1650,323,122024,52.81,-114.44,2033,15817,2,64,705172,53,38
4,1.75,2710,9216,1.0,0,0,3,8,1440,1270,122064,52.7823,-114.569,1960,6350,3,58,624000,63,63
2,1.0,800,10625,1.0,0,0,3,6,800,0,122056,52.726,-114.507,1130,10625,3,80,109500,82,82
5,3.0,4530,258746,1.5,0,0,4,9,3200,1330,122037,53.0002,-114.256,3430,83199,1,79,950000,21,21
3,2.18,2135,25211,1.65,1,1,3,7,1688,265,122036,52.78,-114.37,2196,5166,1,66,904718,52,55
3,3.5,1540,1427,2.0,0,0,3,7,1360,180,122061,52.772,-114.512,1220,4000,1,70,216650,17,17
5,2.75,2710,4685,2.0,0,0,3,8,2710,0,122024,52.5855,-114.252,2710,4449,1,51,430760,10,10
3,2.25,2169,17476,1.57,1,1,3,7,1503,264,122036,52.8,-114.38,1764,14124,2,62,947557,57,49
4,2.5,2870,8995,1.0,0,0,5,8,1870,1000,122027,52.7978,-114.318,2670,9672,1,71,710000,56,56
3,2.14,2048,12943,1.53,1,1,3,7,1753,152,122036,52.8,-114.39,2041,6169,2,64,860362,48,52
4,1.0,1300,6030,1.5,0,0,3,6,1300,0,122056,52.7078,-114.476,1240,6900,3,67,175000,77,77
3,1.75,1540,9154,1.0,0,0,3,8,1540,0,122019,52.8507,-114.232,1990,10273,2,59,450000,41,41
4,2.5,2030,11375,1.0,0,0,3,7,1330,700,122058,53.0065,-114.451,1500,9160,3,62,385000,55,55
3,1.5,1010,9600,1.0,0,0,4,7,1010,0,122043,52.6397,-114.506,1400,9660,2,63,160000,62,62
4,2.5,2000,5684,2.0,0,0,3,8,2000,0,122058,52.9743,-114.41,2210,7066,3,72,513000,28,28
3,1.0,1020,4800,1.0,0,0,3,7,1020,0,122051,52.7915,-114.462,1400,5465,1,79,380000,80,80
3,2.5,2560,35265,2.0,0,0,3,9,2560,0,122021,52.9654,-114.285,2820,35496,2,59,700500,43,43
3,2.07,2214,17767,1.51,1,1,3,7,1824,340,122030,52.8,-114.4,2080,11278,1,64,977406,59,54
3,2.29,2221,7818,1.62,1,1,3,7,1871,287,122032,52.8,-114.41,2081,11500,1,64,967772,47,57
4,1.0,1500,6360,1.5,0,0,3,6,1500,0,122063,52.7279,-114.43,1190,6360,2,79,235000,80,80
3,2.01,2299,25391,1.43,1,1,3,7,1718,384,122035,52.81,-114.41,2036,17741,2,63,1057693,42,44
4,2.5,3080,10646,2.0,0,0,3,9,3080,0,122035,52.6128,-114.338,2740,9994,2,61,440000,31,31
4,3.5,5220,15411,2.0,0,3,3,11,3550,1670,122020,52.822,-114.275,3110,14124,3,67,1480000,18,18
3,2.14,2194,7777,1.58,1,1,3,7,1934,330,122032,52.81,-114.38,2051,17282,1,64,1017012,52,46
4,2.5,2830,13760,2.0,0,0,3,8,2830,0,122055,52.9634,-114.16,2350,14029,2,74,518000,31,31
3,3.0,1430,4549,3.0,0,0,3,8,1430,0,122028,52.9271,-114.53,1020,1112,2,57,335000,21,21
3,2.12,1885,14626,1.46,1,1,3,7,1786,263,122034,52.79,-114.41,2042,8266,2,64,568808,53,50
3,2.5,1520,4170,2.0,0,0,3,7,1520,0,122024,52.6142,-114.23,1560,4237,1,66,296475,20,20
4,1.75,1880,7632,1.0,0,0,4,7,1180,700,122018,52.5368,-114.562,1840,8528,3,50,266500,46,46
3,1.0,1092,7500,1.5,0,0,3,6,1092,0,122034,52.7621,-114.544,930,4000,1,57,309000,106,106
3,1.5,1490,4400,1.5,0,0,4,7,1490,0,122044,52.8413,-114.482,1560,4400,1,77,670000,118,118
3,2.21,2399,18865,1.41,1,1,3,7,1722,280,122032,52.81,-114.41,2066,12751,1,64,1049112,58,50
5,3.25,3540,5971,1.0,0,2,3,10,2000,1540,122010,52.8943,-114.392,2820,6029,3,63,1350000,19,19
4,2.5,2470,5015,2.0,0,0,3,8,2470,0,122024,52.5757,-114.231,2470,5100,2,74,352000,20,20
3,2.3,2066,15558,1.48,1,1,3,7,2027,215,122035,52.79,-114.37,1992,9868,2,62,841723,53,49
3,2.24,2254,23708,1.53,1,1,3,7,1800,334,122034,52.81,-114.36,2053,15417,1,64,1013938,53,49
4,2.5,2650,18295,2.0,0,0,3,8,2650,0,122049,52.8375,-114.344,2230,19856,1,77,725000,38,38
2,1.0,730,6000,1.0,0,0,3,6,730,0,122043,52.6132,-114.49,1750,7200,2,65,174950,74,39
2,1.0,1070,6100,1.0,0,0,3,6,1070,0,122064,52.7998,-114.567,1770,5695,2,66,406650,84,84
3,2.23,1939,14887,1.55,1,1,3,7,2059,260,122033,52.82,-114.36,2114,11098,2,64,606968,53,49
3,1.91,1974,10045,1.51,1,1,3,7,1585,268,122030,52.79,-114.4,1941,10779,1,64,578146,60,52
3,1.75,2290,44866,1.0,0,0,3,8,1390,900,122037,52.9698,-114.231,2410,44866,2,68,450000,43,43
5,1.75,2460,14100,1.0,0,0,3,7,1380,1080,122058,52.9752,-114.414,2028,11078,2,71,485000,52,52
3,1.9,2207,25783,1.44,1,1,3,7,2023,307,122034,52.78,-114.41,2077,11970,1,66,944765,55,48
3,1.93,2230,5198,1.48,1,1,3,7,1999,359,122031,52.79,-114.43,1854,13540,2,65,931220,47,50
3,2.18,2094,4228,1.58,1,1,3,7,1804,393,122037,52.76,-114.46,2063,12712,1,65,541194,48,52
5,2.75,2080,13189,2.0,0,0,3,8,2080,0,122019,52.8588,-114.221,2030,11847,2,61,538888,37,37
3,1.92,2041,22191,1.56,1,1,3,7,1653,270,122032,52.76,-114.42,2043,12795,1,63,536200,60,46
2,1.5,1010,1968,1.5,0,0,5,5,1010,0,122026,52.9057,-114.575,1760,4200,2,73,440000,118,118
2,1.0,1120,2000,1.5,0,0,3,7,1120,0,122061,52.8754,-114.544,1500,4000,3,79,524000,114,114
3,2.05,2010,24606,1.47,1,1,3,7,1762,321,122029,52.77,-114.41,2075,14661,1,65,585491,47,50
3,2.5,1980,39932,2.0,0,0,3,8,1980,0,122017,52.9733,-114.386,2610,12769,2,65,442000,30,30
2,1.0,880,6413,1.0,0,0,3,7,880,0,122009,52.803,-114.585,1360,6413,3,72,425000,74,74
3,2.25,2270,23900,1.0,0,0,3,9,1820,450,122050,52.9806,-114.562,2520,28300,3,58,680000,49,49
5,2.25,2910,9525,2.0,0,0,4,9,2910,0,122057,52.7933,-114.408,2740,9525,3,78,870000,56,56
3,1.0,1200,7800,1.0,0,0,4,7,1200,0,122064,52.7496,-114.561,1230,7070,2,68,275000,70,70
3,2.0,2050,9396,1.0,0,0,5,7,1170,880,122014,52.9747,-114.518,1680,9391,2,66,399950,64,64
3,2.5,1610,5000,2.0,0,0,3,7,1610,0,122065,52.5957,-114.363,1680,7414,3,56,255000,30,30
3,3.25,1210,1173,2.0,0,0,3,8,1000,210,122038,52.9414,-114.546,1650,1493,2,61,343000,22,22
2,1.0,850,3276,1.0,0,0,3,6,850,0,122028,52.9042,-114.54,1460,4100,3,77,389000,114,114
4,2.0,1700,8043,1.0,0,0,3,7,850,850,122056,52.7058,-114.478,1540,13260,2,78,161000,70,70
2,1.0,730,5040,1.0,0,0,3,6,730,0,122064,52.7687,-114.564,790,5040,2,58,316000,97,97
1,1.0,850,6567,1.0,0,0,4,6,850,0,122062,52.557,-114.229,2160,9794,2,78,440000,84,84
3,2.34,2041,20698,1.43,1,1,3,7,1564,205,122039,52.82,-114.43,2047,12419,2,68,903618,47,49
3,2.29,1995,19029,1.37,1,1,3,7,1614,240,122038,52.81,-114.42,2064,13148,2,63,734663,46,51
3,2.19,1927,19399,1.54,1,1,3,7,1972,248,122034,52.75,-114.42,1993,8803,1,63,487867,54,49
3,2.0,1080,7236,1.0,0,0,5,7,1080,0,122022,52.9443,-114.51,1120,8008,2,75,390000,77,77
2,1.0,1160,6000,1.0,0,0,4,7,860,300,122006,52.92,-114.482,1330,6000,3,70,468000,82,82
3,2.08,2084,9083,1.59,1,1,3,7,1818,238,122029,52.79,-114.39,2173,13549,2,66,871373,54,52
3,1.99,1999,15494,1.58,1,1,3,7,1858,355,122038,52.82,-114.39,1934,19023,1,66,749578,62,57
3,1.99,2147,23167,1.5,1,1,3,7,1710,247,122032,52.77,-114.39,2024,11380,2,64,909004,45,47
3,1.75,1400,2003,1.0,0,0,4,8,700,700,122003,52.8808,-114.558,1370,1281,3,65,460000,116,18
3,2.0,1300,2250,2.0,0,0,3,7,1300,0,122028,52.9223,-114.522,1300,4500,3,63,422500,36,36
2,0.75,440,8313,1.0,1,3,4,5,440,0,122069,52.6639,-114.702,880,26289,3,78,290000,81,81
3,2.0,980,5000,1.0,0,0,3,6,980,0,122054,52.825,-114.498,1970,3025,2,62,435000,84,84
4,4.0,3680,18804,2.0,0,0,3,10,3680,0,122019,52.8493,-114.204,3200,15954,2,79,675000,34,34
3,2.25,1570,3827,2.0,0,0,3,8,1570,0,122033,52.9632,-114.422,1620,7318,3,52,447450,33,33
3,1.75,1580,9147,1.0,0,1,4,7,1210,370,122029,52.8369,-114.302,2600,23564,3,62,515000,57,57
3,2.12,2320,9172,1.29,1,1,3,7,1819,276,122037,52.81,-114.39,2069,7907,2,64,1030990,51,49
3,2.18,2141,8468,1.44,1,1,3,7,1939,383,122030,52.85,-114.43,1941,11669,2,63,991481,50,44
3,2.05,1966,19811,1.62,1,1,3,8,1555,352,122034,52.78,-114.4,2081,15286,2,65,642732,53,49
3,2.12,1936,22839,1.53,1,1,3,7,1999,460,122032,52.82,-114.42,1865,10197,2,64,686898,55,51
4,2.0,2490,339332,1.0,0,0,3,8,2490,0,122068,52.5025,-114.119,1910,129373,1,69,590000,22,22
3,1.75,1490,12000,1.0,0,0,4,7,1490,0,122027,52.799,-114.365,1630,12000,1,55,515000,68,68
6,3.25,4920,20590,1.0,0,3,4,9,2730,2190,122051,52.7768,-114.457,3700,14994,3,80,850000,64,64
3,2.15,2010,10646,1.51,1,1,3,7,1822,227,122028,52.75,-114.4,1983,8342,2,64,529360,56,43
3,2.33,2096,19996,1.45,1,1,3,7,2005,286,122033,52.82,-114.37,1948,17318,2,65,912882,61,41
3,1.5,2180,5000,1.0,0,3,4,8,1090,1090,122009,52.8087,-114.592,2070,5000,3,51,720000,83,83
6,4.5,2810,11214,1.0,0,0,3,8,2010,800,122067,52.6345,-114.387,1940,8349,3,58,290000,66,66
3,2.3,2262,14903,1.35,1,1,3,7,1864,274,122036,52.8,-114.38,2012,15189,2,67,987570,50,54
3,1.75,1520,7875,1.0,0,0,5,8,1520,0,122027,52.7869,-114.366,2150,9428,2,78,525000,55,55
3,2.07,2331,15440,1.5,1,1,3,7,1720,293,122038,52.77,-114.39,1924,13107,2,66,975325,54,54
4,3.5,2730,3047,2.0,0,0,3,8,2400,330,122009,52.8097,-114.581,1980,4600,2,70,769900,18,18
5,3.5,3150,4120,2.0,0,0,3,8,2460,690,122006,52.9054,-114.505,2080,4160,2,71,850000,113,17
3,2.17,2044,16528,1.45,1,1,3,7,1839,310,122034,52.77,-114.44,2068,19202,1,67,800960,54,50
3,2.18,2505,16152,1.45,1,1,3,7,1929,273,122034,52.76,-114.43,1933,6512,1,63,580909,63,52
3,1.0,1400,10425,1.0,0,0,4,7,1400,0,122040,52.5038,-114.491,1440,10425,2,59,241500,56,56
3,2.07,2099,17432,1.54,1,1,3,7,1784,456,122032,52.8,-114.37,2066,10868,1,65,887449,57,48
3,2.16,2039,27091,1.57,1,1,3,7,1857,376,122034,52.78,-114.4,1972,10242,2,65,801224,56,48
3,1.98,2166,13464,1.43,1,1,3,7,1720,364,122036,52.78,-114.42,1943,14382,1,64,920947,57,55
3,2.06,2057,11522,1.65,1,1,3,7,1936,114,122041,52.82,-114.41,2102,12169,2,65,939348,45,48
4,2.5,2240,9701,2.0,0,0,3,9,2240,0,122018,52.5386,-114.582,2240,9410,3,58,335000,35,35
3,1.95,2073,618,1.59,1,1,3,7,1729,238,122036,52.77,-114.38,2177,10486,2,66,839192,64,59
3,2.06,1973,10468,1.75,1,1,3,7,1856,376,122030,52.81,-114.39,2209,10939,1,64,714294,60,41
4,2.25,1820,8255,1.5,0,0,4,7,1320,500,122038,52.953,-114.527,1550,7628,1,77,399888,94,94
3,2.22,2082,2977,1.81,1,1,3,7,1757,378,122035,52.8,-114.41,2011,12107,2,66,884163,48,43
5,3.75,3360,6000,2.0,0,0,3,8,2640,720,122051,52.788,-114.467,1930,6000,3,69,725000,61,25
3,2.06,1980,9614,1.56,1,1,3,7,1922,257,122033,52.76,-114.42,2083,23991,1,64,545966,55,47
5,3.25,3570,5425,2.0,0,0,3,7,3570,0,122020,52.8233,-114.197,2690,5347,2,63,627000,19,19
3,1.75,1660,10000,1.0,0,0,3,7,1660,0,122055,52.971,-114.168,1770,10000,2,53,331292,52,52
3,2.16,2434,11902,1.53,1,1,3,7,1714,368,122037,52.78,-114.39,1890,15356,2,62,1016699,50,54
3,1.5,1670,5000,1.5,0,0,4,7,1670,0,122007,52.908,-114.55,1750,5000,2,59,585000,112,112
3,2.05,2396,8893,1.47,1,1,3,7,1861,312,122034,52.75,-114.43,2052,14112,1,65,554269,51,55
3,3.25,1550,1444,3.0,0,0,3,8,1550,0,122006,52.9067,-114.481,1550,1444,1,73,430000,18,18
3,2.06,2374,15066,1.74,1,1,3,7,1872,285,122034,52.77,-114.4,1868,5019,2,66,968230,57,50
3,1.99,2161,21378,1.54,1,1,3,7,1850,210,122037,52.83,-114.4,2187,14768,1,64,1048674,62,49
3,1.96,1840,7905,1.58,1,1,3,7,1816,255,122031,52.78,-114.38,2064,18355,2,63,558127,59,48
3,1.5,2040,6750,1.0,0,0,3,7,1280,760,122007,52.9313,-114.559,1970,6750,3,62,500000,74,74
3,1.75,1920,4000,1.0,0,0,3,7,1070,850,122013,52.8692,-114.508,2280,4000,2,67,615000,74,74
3,1.0,1040,11900,1.0,0,0,5,6,1040,0,122069,52.6632,-114.636,1250,9600,3,51,330000,52,52
3,1.0,1480,7830,1.0,0,0,3,7,1480,0,122038,53.0003,-114.526,1450,7830,3,64,310000,72,72
3,2.13,1763,22214,1.43,1,1,3,7,1675,284,122032,52.77,-114.41,1981,13147,2,66,525706,59,44
3,2.09,2081,16372,1.52,1,1,3,7,1748,167,122037,52.83,-114.4,1957,10338,2,63,911778,49,39
4,2.25,3780,5160,2.0,0,0,4,9,2510,1270,122047,52.8575,-114.498,2740,5160,2,77,1400000,117,117
3,2.06,1786,7488,1.48,1,1,3,7,1680,384,122036,52.81,-114.39,2100,7886,2,63,654848,47,52
3,2.13,1955,18037,1.48,1,1,3,7,1731,282,122032,52.78,-114.4,1947,11121,2,62,552856,51,46
3,1.0,980,7200,1.0,0,0,4,7,980,0,122009,52.8018,-114.585,1180,6572,2,71,430000,74,74
4,2.25,2130,8499,1.0,0,0,4,7,1600,530,122065,52.5957,-114.4,1890,11368,1,67,325000,49,49
3,2.25,3650,5353,2.0,0,4,4,7,2200,1450,122054,52.8249,-114.481,1950,4970,3,74,920000,77,77
4,1.75,2030,18295,1.5,0,0,4,7,2030,0,122033,52.9626,-114.369,1970,7307,2,58,493000,49,49
3,2.39,2176,15937,1.34,1,1,3,7,2081,236,122034,52.79,-114.39,1775,15675,2,62,926188,48,53
2,2.5,1350,944,2.0,0,0,3,9,870,480,122009,52.7891,-114.575,1440,1350,1,67,439000,20,20
3,2.31,2046,14081,1.45,1,1,3,7,1648,390,122028,52.78,-114.4,1933,10885,1,65,828773,50,53
3,1.75,2420,65501,2.0,0,1,3,8,2420,0,122019,52.8825,-114.277,2970,19036,3,50,500000,40,40
3,1.75,1570,7416,1.0,0,0,4,7,1570,0,122067,52.6417,-114.364,1900,7416,3,55,253000,53,53
3,2.16,1761,14348,1.4,1,1,3,7,1934,212,122038,52.77,-114.36,1972,11014,2,64,504050,58,44
3,2.1,2077,14898,1.24,1,1,3,7,2071,301,122030,52.79,-114.38,1729,8746,1,67,822739,59,55
4,2.75,2990,7389,1.5,0,0,4,8,2090,900,122054,52.8011,-114.474,2510,6157,1,77,1080000,101,101
4,2.75,2560,8956,1.0,0,0,4,7,1500,1060,122033,52.9578,-114.367,2280,9234,2,80,485000,56,56
3,1.0,1290,11250,1.0,0,0,3,7,1290,0,122031,52.7043,-114.531,1410,11196,3,79,275000,68,68
3,2.2,1788,13395,1.46,1,1,3,7,1498,408,122035,52.77,-114.44,2146,10702,1,64,530038,62,49
4,2.5,2540,8400,2.0,0,0,5,7,2540,0,122066,52.6054,-114.467,1600,8050,2,52,269950,47,47
3,2.0,2335,25332,1.73,1,1,3,7,1665,177,122035,52.77,-114.38,1943,12770,1,65,976986,50,55
3,1.5,1010,7683,1.5,0,0,5,7,1010,0,122022,52.95,-114.508,1550,7271,3,78,405000,71,71
3,2.02,2111,25004,1.43,1,1,3,7,1669,129,122032,52.79,-114.42,1990,6179,2,64,838206,56,55
3,2.2,2237,22851,1.48,1,1,3,7,1927,334,122032,52.85,-114.36,1997,11929,2,64,1011306,59,44
3,2.14,2119,10774,1.56,1,1,3,7,1839,235,122032,52.77,-114.39,1916,13115,2,64,892292,60,54
3,2.11,2091,11178,1.64,1,1,3,7,1702,422,122030,52.79,-114.43,1942,15365,2,66,853807,48,47
3,2.5,2160,35912,2.0,0,0,3,8,2160,0,122037,52.9573,-114.273,2230,35244,2,56,475000,42,42
3,2.12,2125,26728,1.43,1,1,3,7,1852,301,122028,52.81,-114.37,1814,15366,1,66,957669,57,57
3,1.86,2149,6613,1.6,1,1,3,7,1834,327,122031,52.81,-114.43,1659,13981,2,66,933914,46,47
3,2.0,2320,10960,1.0,0,0,3,7,1510,810,122049,52.8457,-114.364,2160,10960,2,61,657500,68,68
3,1.5,1320,7201,1.0,0,0,3,7,1320,0,122033,52.9426,-114.401,1380,7201,2,60,370000,53,53
3,1.75,1530,8000,2.0,0,0,3,7,1530,0,122005,52.9271,-114.32,1530,7500,1,67,474000,46,46
3,1.0,1410,40500,1.0,0,0,4,7,1410,0,122023,52.5499,-114.29,1570,40500,3,59,288000,63,63
4,2.75,2130,8560,1.0,0,0,3,7,1560,570,122068,52.4249,-114.2,2130,8560,1,51,283000,32,32
4,2.5,2990,8622,2.0,0,0,3,9,2990,0,122008,52.7694,-114.065,2980,8622,3,65,645500,24,24
3,1.75,2200,7200,1.0,0,0,3,8,1270,930,122066,52.6045,-114.466,1800,8000,3,78,265000,62,62
3,2.25,1780,8050,1.0,0,0,4,7,1230,550,122005,52.9277,-114.316,1780,7200,2,61,495000,45,45
3,2.15,2174,1190,1.32,1,1,3,7,1971,211,122033,52.77,-114.4,1965,15336,1,65,913962,49,45
3,1.97,2262,12512,1.73,1,1,3,7,1882,208,122036,52.74,-114.38,2037,5634,2,67,543433,52,57
3,2.0,1440,7425,1.0,0,0,4,7,1440,0,122033,52.9543,-114.375,1800,8344,1,56,405000,59,59
3,1.0,920,4875,1.0,0,0,4,7,920,0,122035,52.5923,-114.28,1160,4875,2,62,152000,46,46
3,2.26,2135,26780,1.34,1,1,3,7,1745,322,122029,52.76,-114.39,2095,16840,1,64,563927,53,45
3,1.99,2274,8687,1.41,1,1,3,7,1768,302,122039,52.78,-114.45,2062,7257,2,65,925484,57,49
3,2.5,1400,7508,2.0,0,0,4,7,1400,0,122033,52.9533,-114.357,1710,7700,2,56,430000,37,37
3,2.06,2180,5900,1.49,1,1,3,7,1644,311,122033,52.8,-114.4,1849,7030,1,66,922371,57,54
3,2.0,1170,7258,1.0,0,0,3,7,1170,0,122039,52.5633,-114.456,1410,7750,2,64,250000,40,40
3,2.5,2550,45254,2.0,0,0,3,9,2550,0,122045,52.8798,-114.154,2190,49222,1,67,695000,23,23
4,2.5,2180,4000,2.0,0,0,3,8,1700,480,122051,52.7853,-114.459,2180,4000,3,64,607010,22,22
4,2.75,4030,10240,2.0,0,2,3,8,3310,720,122050,52.9468,-114.555,2490,7680,3,60,835000,81,30
3,2.06,2203,18364,1.6,1,1,3,7,1708,245,122028,52.78,-114.39,2099,14032,1,64,945112,60,54
3,1.75,1650,14633,1.0,0,0,4,7,1650,0,122053,52.7284,-114.366,1370,12495,1,65,292000,66,66
4,2.25,2410,8400,2.0,0,0,5,8,2410,0,122029,52.856,-114.309,1910,8056,3,75,720000,59,59
3,2.23,1978,13595,1.68,1,1,3,7,1850,478,122036,52.81,-114.38,2125,8464,2,65,676389,45,48
3,1.9,2166,6468,1.37,1,1,3,8,1843,347,122038,52.78,-114.4,2215,12119,2,66,1102774,47,50
4,2.0,1700,6025,1.0,0,0,3,6,1700,0,122072,52.5329,-114.411,1320,5956,3,77,206000,46,46
4,2.5,2380,12067,2.0,0,0,3,7,2380,0,122015,52.7173,-114.334,2330,8621,1,50,439950,22,22
3,2.05,2031,15535,1.54,1,1,3,8,2049,256,122036,52.84,-114.37,1908,13209,1,63,750042,52,51
4,1.75,2080,8750,1.0,0,0,4,8,1330,750,122066,52.6049,-114.481,1790,8750,1,67,300000,57,57
5,2.75,3370,10315,2.0,0,0,3,9,3370,0,122015,52.7193,-114.336,3010,8296,1,78,561000,18,18
4,2.75,1910,7700,1.0,0,0,4,7,1000,910,122065,52.599,-114.36,1880,7875,1,76,250000,44,44
3,2.27,2137,13079,1.44,1,1,3,7,1836,234,122033,52.78,-114.37,1921,19307,2,62,911585,42,49
3,2.19,2309,8050,1.42,1,1,3,7,1478,326,122027,52.8,-114.41,2228,7373,1,65,976747,45,46
4,1.0,1630,8400,1.0,0,0,3,6,1630,0,122018,52.5352,-114.552,1190,8989,3,63,209950,62,62
3,2.1,2071,11271,1.73,1,1,3,7,1888,413,122036,52.75,-114.38,1900,10346,2,62,534500,61,54
3,2.19,2062,17679,1.51,1,1,3,7,2046,299,122031,52.8,-114.41,1850,15944,1,63,887359,50,55
4,1.75,1830,9600,1.0,0,0,4,7,1010,820,122027,52.8028,-114.315,1910,11100,2,53,433000,58,58
2,1.75,1660,6000,1.0,0,0,3,7,1160,500,122004,52.8924,-114.481,1660,4000,2,76,484000,82,82
5,4.25,4150,12015,2.0,0,0,3,10,4150,0,122020,52.8116,-114.211,3230,27520,3,55,1210000,10,10
3,2.19,1923,21482,1.58,1,1,3,7,1945,256,122038,52.81,-114.41,1930,19283,1,62,719698,48,51
3,1.95,1708,21667,1.48,1,1,3,7,1946,255,122033,52.82,-114.4,2126,8506,1,64,708743,40,49
3,2.5,2060,4200,2.0,0,0,3,8,2060,0,122024,52.6006,-114.207,2370,4200,3,71,326989,10,10
3,2.27,2308,17320,1.52,1,1,3,7,1914,282,122029,52.78,-114.36,2195,20697,2,64,1014829,59,48
2,1.5,1180,844,2.0,0,0,3,7,990,190,122054,52.8298,-114.49,1170,1400,2,80,345000,19,19
3,2.25,1470,1578,2.0,0,0,3,8,1090,380,122016,52.7688,-114.577,1470,1668,2,64,432000,17,17
3,1.0,1320,5500,1.0,0,0,3,7,1320,0,122009,52.8005,-114.588,1480,5250,2,67,420000,69,69
2,1.0,1100,6240,1.0,0,0,4,7,1100,0,122032,52.8746,-114.593,1250,6240,3,76,570000,83,83
3,2.23,2307,24509,1.57,1,1,3,7,1725,412,122032,52.78,-114.4,1906,6709,1,65,949505,48,57
2,1.0,1280,12086,1.0,0,0,3,7,850,430,122019,52.864,-114.223,1280,10452,2,67,440000,41,41
3,1.0,1120,8576,1.0,0,0,3,6,1120,0,122063,52.7196,-114.438,1050,8812,1,61,202500,81,81
5,2.5,2760,8015,1.0,0,0,4,8,1600,1160,122022,52.9555,-114.487,460,18000,3,52,378000,64,64
3,2.38,2005,16434,1.49,1,1,3,7,1592,233,122031,52.78,-114.41,1947,13299,1,65,578628,48,44
3,2.5,2240,6460,2.0,0,0,3,7,2240,0,122008,52.7656,-114.071,2610,5128,3,65,432500,22,22
3,2.32,1893,23601,1.61,1,1,3,7,1928,290,122031,52.76,-114.46,1877,17587,1,64,484722,56,59
3,1.92,2181,13362,1.56,1,1,3,7,1842,306,122034,52.79,-114.41,2004,16500,1,66,944844,55,44
4,2.5,2800,5900,1.0,0,0,3,8,1660,1140,122006,52.9109,-114.476,2580,5900,2,63,665000,61,61
3,1.75,1400,6300,1.0,0,0,3,7,1400,0,122068,52.4374,-114.191,1400,8490,3,55,235000,26,26
3,2.14,2246,11728,1.62,1,1,3,7,1948,444,122033,52.78,-114.42,2146,18298,2,64,960455,58,50
3,2.1,1933,19107,1.33,1,1,3,7,1611,244,122032,52.81,-114.4,2243,9254,1,67,696594,46,53
3,1.88,2185,9008,1.61,1,1,3,7,1786,281,122031,52.84,-114.39,1997,778,2,69,1002944,52,46
3,1.5,1860,60960,1.0,0,0,4,7,1140,720,122035,52.6096,-114.292,2170,82764,3,75,291000,57,57
3,1.0,1220,8119,1.0,0,0,4,7,1220,0,122071,52.8628,-114.426,1910,8119,2,74,875000,69,69
